time,src_ip,useragent,connection,http_method,request_scheme,http_status,dest_host,url,url_path,mimetype,content_type,url_query,cookies,data,referrer,authorisation,duration,request_id,user,dest_port,content_md5
2023-04-07T11:51:06.021555+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/63/,/api/planets/63/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:06.030769+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/100/,/api/planets/100/,,,b'',ImmutableMultiDict([]),b'',,,0.0010068416595458984,,,81,
2023-04-07T11:51:08.048296+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,404,127.0.0.1,http://127.0.0.1:81/api/planets/0/,/api/planets/0/,,,b'',ImmutableMultiDict([]),b'',,,0.0016131401062011719,,,81,
2023-04-07T11:51:08.065555+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,404,127.0.0.1,http://127.0.0.1:81/api/planets/101/,/api/planets/101/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:10.099651+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/starships/1/,/api/starships/1/,,,b'',ImmutableMultiDict([]),b'',,,0.0010030269622802734,,,81,
2023-04-07T11:51:10.115117+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/starships/32/,/api/starships/32/,,,b'',ImmutableMultiDict([]),b'',,,0.0010056495666503906,,,81,
2023-04-07T11:51:10.131738+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/starships/100/,/api/starships/100/,,,b'',ImmutableMultiDict([]),b'',,,0.001003265380859375,,,81,
2023-04-07T11:51:12.147772+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,404,127.0.0.1,http://127.0.0.1:81/api/starships/0/,/api/starships/0/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:12.159198+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,404,127.0.0.1,http://127.0.0.1:81/api/starships/101/,/api/starships/101/,,,b'',ImmutableMultiDict([]),b'',,,0.001032114028930664,,,81,
2023-04-07T11:51:36.555766+03:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/111.0.5563.147 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/,/,,,b'',ImmutableMultiDict([]),b'',,,0.003999471664428711,,,81,
2023-04-07T11:51:36.668259+03:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/111.0.5563.147 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/static/css/bootstrap.css,/static/css/bootstrap.css,,,b'',ImmutableMultiDict([]),b'',http://127.0.0.1:81/,,0.06240248680114746,,,81,
2023-04-07T11:51:36.669701+03:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/111.0.5563.147 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/static/css/custom.css,/static/css/custom.css,,,b'',ImmutableMultiDict([]),b'',http://127.0.0.1:81/,,0.06284427642822266,,,81,
2023-04-07T11:51:39.035940+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.044090+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010371208190917969,,,81,
2023-04-07T11:51:39.056402+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.067830+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.078500+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.086849+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.094358+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.102418+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.109669+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.001028299331665039,,,81,
2023-04-07T11:51:39.117117+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010275840759277344,,,81,
2023-04-07T11:51:39.124321+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010271072387695312,,,81,
2023-04-07T11:51:39.132313+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.139349+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.147232+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.154850+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.162423+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.169807+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010044574737548828,,,81,
2023-04-07T11:51:39.178509+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.185825+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.193247+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.201010+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.208431+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.215688+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.223085+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.230035+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010297298431396484,,,81,
2023-04-07T11:51:39.237899+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.244997+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.252041+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010318756103515625,,,81,
2023-04-07T11:51:39.259375+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.266563+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.274024+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.280950+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.288423+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.295632+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.302782+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.309977+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.317277+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.324503+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.331682+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010273456573486328,,,81,
2023-04-07T11:51:39.339049+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010051727294921875,,,81,
2023-04-07T11:51:39.346315+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010292530059814453,,,81,
2023-04-07T11:51:39.353971+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.360804+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010285377502441406,,,81,
2023-04-07T11:51:39.368128+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010051727294921875,,,81,
2023-04-07T11:51:39.375718+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.383140+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.390228+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:51:39.397640+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:00.340756+03:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/111.0.5563.147 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/,/,,,b'',ImmutableMultiDict([]),b'',,,0.0009982585906982422,,,81,
2023-04-07T11:55:00.412821+03:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/111.0.5563.147 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/static/css/bootstrap.css,/static/css/bootstrap.css,,,b'',ImmutableMultiDict([]),b'',http://127.0.0.1:81/,,0.002128124237060547,,,81,
2023-04-07T11:55:00.413692+03:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/111.0.5563.147 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/static/css/custom.css,/static/css/custom.css,,,b'',ImmutableMultiDict([]),b'',http://127.0.0.1:81/,,0.0020017623901367188,,,81,
2023-04-07T11:55:02.835914+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.846098+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.856466+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.866194+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010979175567626953,,,81,
2023-04-07T11:55:02.874523+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010335445404052734,,,81,
2023-04-07T11:55:02.883710+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.892272+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010001659393310547,,,81,
2023-04-07T11:55:02.900595+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.909186+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.918129+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.926142+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010013580322265625,,,81,
2023-04-07T11:55:02.934124+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.942196+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.950373+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.959055+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.968176+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.978945+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:02.988181+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0007455348968505859,,,81,
2023-04-07T11:55:02.996095+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:03.004182+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:03.014033+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:03.022034+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010020732879638672,,,81,
2023-04-07T11:55:03.031517+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:03.042500+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:03.052874+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:03.064426+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.001001596450805664,,,81,
2023-04-07T11:55:03.075505+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0001697540283203125,,,81,
2023-04-07T11:55:03.086727+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:03.095998+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:03.105813+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:03.114910+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0010254383087158203,,,81,
2023-04-07T11:55:03.124365+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:03.134666+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
2023-04-07T11:55:03.144821+03:00,127.0.0.1,python-requests/2.28.2,keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:81/api/planets/3/,/api/planets/3/,,,b'',ImmutableMultiDict([]),b'',,,0.0,,,81,
